method,budget,sample_id,official_score,gt,first_number,leading_digit_match,gt_len,needle_token_count,needle_pattern,needle_prompt_start,needle_prompt_end,mean_layer_needle_recall,max_layer_needle_recall,full_recall_layer_fraction
compactor,512,0,0.0,7700828,7701,3,7,7,7700828,8920,8926,0.596938775510204,1.0,0.35714285714285715
compactor,512,1,0.0,9548432,9595,2,7,7,9548432,12162,12168,0.5816326530612245,1.0,0.35714285714285715
compactor,512,2,0.0,2839607,28,2,7,7,2839607,3784,3790,0.5204081632653061,1.0,0.35714285714285715
compactor,512,3,0.0,8082668,8080,3,7,7,8082668,14680,14686,0.6377551020408163,1.0,0.35714285714285715
compactor,512,4,0.0,7402509,7400,3,7,7,7402509,14680,14686,0.5663265306122449,1.0,0.35714285714285715
compactor,512,5,0.0,5218028,521,3,7,7,5218028,13625,13631,0.5765306122448981,1.0,0.32142857142857145
compactor,512,6,0.0,2921859,29,2,7,7,2921859,13217,13223,0.5714285714285714,1.0,0.35714285714285715
compactor,512,7,0.0,6707197,671,2,7,7,6707197,2776,2782,0.586734693877551,1.0,0.32142857142857145
compactor,512,8,0.0,3653446,3655,3,7,7,3653446,11178,11184,0.653061224489796,1.0,0.35714285714285715
compactor,512,9,0.0,5418934,541,3,7,7,5418934,12329,12335,0.566326530612245,1.0,0.32142857142857145
compactor,512,10,0.0,2785277,27,2,7,7,2785277,15400,15406,0.5,1.0,0.2857142857142857
compactor,512,11,0.0,9517169,9516011,3,7,7,9517169,14991,14997,0.4642857142857143,1.0,0.32142857142857145
compactor,512,12,0.0,7273233,7272,3,7,7,7273233,4000,4006,0.5816326530612246,1.0,0.32142857142857145
compactor,512,13,0.0,6438436,64,2,7,7,6438436,12039,12045,0.5051020408163266,1.0,0.39285714285714285
compactor,512,14,0.0,7089806,7070,2,7,7,7089806,7576,7582,0.6122448979591838,1.0,0.35714285714285715
compactor,512,15,0.0,5041154,5011,2,7,7,5041154,13959,13965,0.5561224489795918,1.0,0.32142857142857145
compactor,512,16,0.0,9153566,9153,4,7,7,9153566,1719,1725,0.5816326530612246,1.0,0.35714285714285715
compactor,512,17,0.0,8973915,891,2,7,7,8973915,13527,13533,0.673469387755102,1.0,0.32142857142857145
compactor,512,18,0.0,9852897,989,2,7,7,9852897,14947,14953,0.5765306122448981,1.0,0.35714285714285715
compactor,512,19,0.0,4374754,431,2,7,7,4374754,7696,7702,0.5153061224489798,1.0,0.32142857142857145
pyramidkv,512,0,100.0,7700828,7700828,7,7,7,7700828,8920,8926,0.9183673469387755,1.0,0.8928571428571429
pyramidkv,512,1,0.0,9548432,9548322,4,7,7,9548432,12162,12168,0.923469387755102,1.0,0.8928571428571429
pyramidkv,512,2,0.0,2839607,2839707,4,7,7,2839607,3784,3790,0.8877551020408163,1.0,0.8571428571428571
pyramidkv,512,3,0.0,8082668,8088668,3,7,7,8082668,14680,14686,0.9336734693877551,1.0,0.8928571428571429
pyramidkv,512,4,0.0,7402509,7409,3,7,7,7402509,14680,14686,0.9438775510204083,1.0,0.8928571428571429
pyramidkv,512,5,100.0,5218028,5218028,7,7,7,5218028,13625,13631,0.913265306122449,1.0,0.8571428571428571
pyramidkv,512,6,100.0,2921859,2921859,7,7,7,2921859,13217,13223,0.913265306122449,1.0,0.8571428571428571
pyramidkv,512,7,100.0,6707197,6707197,7,7,7,6707197,2776,2782,0.8877551020408163,1.0,0.8214285714285714
pyramidkv,512,8,100.0,3653446,3653446,7,7,7,3653446,11178,11184,0.913265306122449,1.0,0.8928571428571429
pyramidkv,512,9,100.0,5418934,5418934,7,7,7,5418934,12329,12335,0.9285714285714287,1.0,0.8928571428571429
pyramidkv,512,10,0.0,2785277,2785777,4,7,7,2785277,15400,15406,0.9846938775510204,1.0,0.9642857142857143
pyramidkv,512,11,0.0,9517169,95169,3,7,7,9517169,14991,14997,0.9540816326530613,1.0,0.8928571428571429
pyramidkv,512,12,0.0,7273233,7273323,4,7,7,7273233,4000,4006,0.8775510204081634,1.0,0.8214285714285714
pyramidkv,512,13,0.0,6438436,6436436,3,7,7,6438436,12039,12045,0.923469387755102,1.0,0.8928571428571429
pyramidkv,512,14,0.0,7089806,7089606,4,7,7,7089806,7576,7582,0.9081632653061226,1.0,0.8571428571428571
pyramidkv,512,15,0.0,5041154,5041541,4,7,7,5041154,13959,13965,0.9030612244897959,1.0,0.8571428571428571
pyramidkv,512,16,0.0,9153566,9153666,4,7,7,9153566,1719,1725,0.8877551020408162,1.0,0.8214285714285714
pyramidkv,512,17,0.0,8973915,897,3,7,7,8973915,13527,13533,0.923469387755102,1.0,0.8928571428571429
pyramidkv,512,18,0.0,9852897,9857978,3,7,7,9852897,14947,14953,0.9489795918367347,1.0,0.8928571428571429
pyramidkv,512,19,100.0,4374754,4374754,7,7,7,4374754,7696,7702,0.9183673469387755,1.0,0.8571428571428571
l2_prefill_only,512,0,100.0,7700828,7700828,7,7,7,7700828,8920,8926,0.9795918367346939,1.0,0.9642857142857143
l2_prefill_only,512,1,100.0,9548432,9548432,7,7,7,9548432,12162,12168,0.9948979591836735,1.0,0.9642857142857143
l2_prefill_only,512,2,100.0,2839607,2839607,7,7,7,2839607,3784,3790,0.9693877551020408,1.0,0.9642857142857143
l2_prefill_only,512,3,100.0,8082668,8082668,7,7,7,8082668,14680,14686,0.9948979591836735,1.0,0.9642857142857143
l2_prefill_only,512,4,100.0,7402509,7402509,7,7,7,7402509,14680,14686,0.9897959183673469,1.0,0.9642857142857143
l2_prefill_only,512,5,100.0,5218028,5218028,7,7,7,5218028,13625,13631,0.9948979591836735,1.0,0.9642857142857143
l2_prefill_only,512,6,100.0,2921859,2921859,7,7,7,2921859,13217,13223,0.9795918367346939,1.0,0.9642857142857143
l2_prefill_only,512,7,100.0,6707197,6707197,7,7,7,6707197,2776,2782,0.9897959183673469,1.0,0.9642857142857143
l2_prefill_only,512,8,100.0,3653446,3653446,7,7,7,3653446,11178,11184,0.9846938775510204,1.0,0.9642857142857143
l2_prefill_only,512,9,100.0,5418934,5418934,7,7,7,5418934,12329,12335,0.9846938775510204,1.0,0.9642857142857143
l2_prefill_only,512,10,100.0,2785277,2785277,7,7,7,2785277,15400,15406,1.0,1.0,1.0
l2_prefill_only,512,11,100.0,9517169,9517169,7,7,7,9517169,14991,14997,1.0,1.0,1.0
l2_prefill_only,512,12,100.0,7273233,7273233,7,7,7,7273233,4000,4006,0.9948979591836735,1.0,0.9642857142857143
l2_prefill_only,512,13,100.0,6438436,6438436,7,7,7,6438436,12039,12045,0.9897959183673469,1.0,0.9642857142857143
l2_prefill_only,512,14,100.0,7089806,7089806,7,7,7,7089806,7576,7582,0.9846938775510204,1.0,0.9642857142857143
l2_prefill_only,512,15,100.0,5041154,5041154,7,7,7,5041154,13959,13965,0.9948979591836735,1.0,0.9642857142857143
l2_prefill_only,512,16,100.0,9153566,9153566,7,7,7,9153566,1719,1725,0.9693877551020408,1.0,0.9642857142857143
l2_prefill_only,512,17,100.0,8973915,8973915,7,7,7,8973915,13527,13533,0.9948979591836735,1.0,0.9642857142857143
l2_prefill_only,512,18,100.0,9852897,9852897,7,7,7,9852897,14947,14953,0.9948979591836735,1.0,0.9642857142857143
l2_prefill_only,512,19,100.0,4374754,4374754,7,7,7,4374754,7696,7702,0.9948979591836735,1.0,0.9642857142857143
l2_key_prefill_only,512,0,100.0,7700828,7700828,7,7,7,7700828,8920,8926,1.0,1.0,1.0
l2_key_prefill_only,512,1,100.0,9548432,9548432,7,7,7,9548432,12162,12168,1.0,1.0,1.0
l2_key_prefill_only,512,2,100.0,2839607,2839607,7,7,7,2839607,3784,3790,1.0,1.0,1.0
l2_key_prefill_only,512,3,100.0,8082668,8082668,7,7,7,8082668,14680,14686,1.0,1.0,1.0
l2_key_prefill_only,512,4,100.0,7402509,7402509,7,7,7,7402509,14680,14686,1.0,1.0,1.0
l2_key_prefill_only,512,5,100.0,5218028,5218028,7,7,7,5218028,13625,13631,1.0,1.0,1.0
l2_key_prefill_only,512,6,100.0,2921859,2921859,7,7,7,2921859,13217,13223,1.0,1.0,1.0
l2_key_prefill_only,512,7,100.0,6707197,6707197,7,7,7,6707197,2776,2782,1.0,1.0,1.0
l2_key_prefill_only,512,8,100.0,3653446,3653446,7,7,7,3653446,11178,11184,1.0,1.0,1.0
l2_key_prefill_only,512,9,100.0,5418934,5418934,7,7,7,5418934,12329,12335,1.0,1.0,1.0
l2_key_prefill_only,512,10,100.0,2785277,2785277,7,7,7,2785277,15400,15406,1.0,1.0,1.0
l2_key_prefill_only,512,11,100.0,9517169,9517169,7,7,7,9517169,14991,14997,1.0,1.0,1.0
l2_key_prefill_only,512,12,100.0,7273233,7273233,7,7,7,7273233,4000,4006,1.0,1.0,1.0
l2_key_prefill_only,512,13,100.0,6438436,6438436,7,7,7,6438436,12039,12045,1.0,1.0,1.0
l2_key_prefill_only,512,14,100.0,7089806,7089806,7,7,7,7089806,7576,7582,1.0,1.0,1.0
l2_key_prefill_only,512,15,100.0,5041154,5041154,7,7,7,5041154,13959,13965,1.0,1.0,1.0
l2_key_prefill_only,512,16,100.0,9153566,9153566,7,7,7,9153566,1719,1725,1.0,1.0,1.0
l2_key_prefill_only,512,17,100.0,8973915,8973915,7,7,7,8973915,13527,13533,1.0,1.0,1.0
l2_key_prefill_only,512,18,100.0,9852897,9852897,7,7,7,9852897,14947,14953,1.0,1.0,1.0
l2_key_prefill_only,512,19,100.0,4374754,4374754,7,7,7,4374754,7696,7702,1.0,1.0,1.0
l2_leverage,512,0,100.0,7700828,7700828,7,7,7,7700828,8920,8926,0.9693877551020408,1.0,0.9285714285714286
l2_leverage,512,1,100.0,9548432,9548432,7,7,7,9548432,12162,12168,0.9642857142857143,1.0,0.8928571428571429
l2_leverage,512,2,100.0,2839607,2839607,7,7,7,2839607,3784,3790,0.9387755102040816,1.0,0.8214285714285714
l2_leverage,512,3,100.0,8082668,8082668,7,7,7,8082668,14680,14686,0.9693877551020408,1.0,0.8928571428571429
l2_leverage,512,4,100.0,7402509,7402509,7,7,7,7402509,14680,14686,0.9438775510204083,1.0,0.8214285714285714
l2_leverage,512,5,100.0,5218028,5218028,7,7,7,5218028,13625,13631,0.9489795918367347,1.0,0.7857142857142857
l2_leverage,512,6,100.0,2921859,2921859,7,7,7,2921859,13217,13223,0.9438775510204083,1.0,0.7857142857142857
l2_leverage,512,7,100.0,6707197,6707197,7,7,7,6707197,2776,2782,0.9693877551020408,1.0,0.8928571428571429
l2_leverage,512,8,100.0,3653446,3653446,7,7,7,3653446,11178,11184,0.9489795918367347,1.0,0.8214285714285714
l2_leverage,512,9,100.0,5418934,5418934,7,7,7,5418934,12329,12335,0.9540816326530613,1.0,0.8571428571428571
l2_leverage,512,10,100.0,2785277,2785277,7,7,7,2785277,15400,15406,0.9693877551020409,1.0,0.8571428571428571
l2_leverage,512,11,100.0,9517169,9517169,7,7,7,9517169,14991,14997,0.9591836734693878,1.0,0.8928571428571429
l2_leverage,512,12,100.0,7273233,7273233,7,7,7,7273233,4000,4006,0.9846938775510204,1.0,0.9285714285714286
l2_leverage,512,13,100.0,6438436,6438436,7,7,7,6438436,12039,12045,0.9846938775510204,1.0,0.9285714285714286
l2_leverage,512,14,100.0,7089806,7089806,7,7,7,7089806,7576,7582,0.9489795918367347,1.0,0.8214285714285714
l2_leverage,512,15,100.0,5041154,5041154,7,7,7,5041154,13959,13965,0.9744897959183675,1.0,0.8928571428571429
l2_leverage,512,16,100.0,9153566,9153566,7,7,7,9153566,1719,1725,0.9489795918367347,1.0,0.8214285714285714
l2_leverage,512,17,100.0,8973915,8973915,7,7,7,8973915,13527,13533,0.979591836734694,1.0,0.8928571428571429
l2_leverage,512,18,100.0,9852897,9852897,7,7,7,9852897,14947,14953,0.9693877551020409,1.0,0.8928571428571429
l2_leverage,512,19,100.0,4374754,4374754,7,7,7,4374754,7696,7702,0.9540816326530612,1.0,0.8214285714285714
l1_prefill_only,512,0,100.0,7700828,7700828,7,7,7,7700828,8920,8926,0.923469387755102,1.0,0.8571428571428571
l1_prefill_only,512,1,100.0,9548432,9548432,7,7,7,9548432,12162,12168,0.923469387755102,1.0,0.8214285714285714
l1_prefill_only,512,2,100.0,2839607,2839607,7,7,7,2839607,3784,3790,0.8979591836734695,1.0,0.7142857142857143
l1_prefill_only,512,3,100.0,8082668,8082668,7,7,7,8082668,14680,14686,0.9336734693877551,1.0,0.8571428571428571
l1_prefill_only,512,4,100.0,7402509,7402509,7,7,7,7402509,14680,14686,0.9336734693877551,1.0,0.8571428571428571
l1_prefill_only,512,5,100.0,5218028,5218028,7,7,7,5218028,13625,13631,0.903061224489796,1.0,0.75
l1_prefill_only,512,6,100.0,2921859,2921859,7,7,7,2921859,13217,13223,0.9336734693877551,1.0,0.8928571428571429
l1_prefill_only,512,7,100.0,6707197,6707197,7,7,7,6707197,2776,2782,0.9285714285714286,1.0,0.8214285714285714
l1_prefill_only,512,8,100.0,3653446,3653446,7,7,7,3653446,11178,11184,0.9081632653061226,1.0,0.75
l1_prefill_only,512,9,100.0,5418934,5418934,7,7,7,5418934,12329,12335,0.9183673469387755,1.0,0.7857142857142857
l1_prefill_only,512,10,100.0,2785277,2785277,7,7,7,2785277,15400,15406,0.9285714285714286,1.0,0.75
l1_prefill_only,512,11,100.0,9517169,9517169,7,7,7,9517169,14991,14997,0.9489795918367347,1.0,0.8571428571428571
l1_prefill_only,512,12,100.0,7273233,7273233,7,7,7,7273233,4000,4006,0.9285714285714286,1.0,0.8571428571428571
l1_prefill_only,512,13,100.0,6438436,6438436,7,7,7,6438436,12039,12045,0.9387755102040817,1.0,0.8214285714285714
l1_prefill_only,512,14,100.0,7089806,7089806,7,7,7,7089806,7576,7582,0.9081632653061226,1.0,0.75
l1_prefill_only,512,15,100.0,5041154,5041154,7,7,7,5041154,13959,13965,0.9183673469387755,1.0,0.75
l1_prefill_only,512,16,100.0,9153566,9153566,7,7,7,9153566,1719,1725,0.913265306122449,1.0,0.7857142857142857
l1_prefill_only,512,17,100.0,8973915,8973915,7,7,7,8973915,13527,13533,0.9285714285714286,1.0,0.8214285714285714
l1_prefill_only,512,18,100.0,9852897,9852897,7,7,7,9852897,14947,14953,0.9336734693877552,1.0,0.7857142857142857
l1_prefill_only,512,19,100.0,4374754,4374754,7,7,7,4374754,7696,7702,0.9387755102040817,1.0,0.8571428571428571
l1_leverage,512,0,100.0,7700828,7700828,7,7,7,7700828,8920,8926,0.923469387755102,1.0,0.8571428571428571
l1_leverage,512,1,100.0,9548432,9548432,7,7,7,9548432,12162,12168,0.923469387755102,1.0,0.8214285714285714
l1_leverage,512,2,100.0,2839607,2839607,7,7,7,2839607,3784,3790,0.8928571428571429,1.0,0.7142857142857143
l1_leverage,512,3,100.0,8082668,8082668,7,7,7,8082668,14680,14686,0.9336734693877551,1.0,0.8571428571428571
l1_leverage,512,4,100.0,7402509,7402509,7,7,7,7402509,14680,14686,0.923469387755102,1.0,0.8214285714285714
l1_leverage,512,5,100.0,5218028,5218028,7,7,7,5218028,13625,13631,0.903061224489796,1.0,0.75
l1_leverage,512,6,100.0,2921859,2921859,7,7,7,2921859,13217,13223,0.9336734693877551,1.0,0.8928571428571429
l1_leverage,512,7,100.0,6707197,6707197,7,7,7,6707197,2776,2782,0.923469387755102,1.0,0.8214285714285714
l1_leverage,512,8,100.0,3653446,3653446,7,7,7,3653446,11178,11184,0.8979591836734695,1.0,0.7142857142857143
l1_leverage,512,9,100.0,5418934,5418934,7,7,7,5418934,12329,12335,0.9183673469387755,1.0,0.7857142857142857
l1_leverage,512,10,100.0,2785277,2785277,7,7,7,2785277,15400,15406,0.913265306122449,1.0,0.6785714285714286
l1_leverage,512,11,100.0,9517169,9517169,7,7,7,9517169,14991,14997,0.9438775510204083,1.0,0.8214285714285714
l1_leverage,512,12,100.0,7273233,7273233,7,7,7,7273233,4000,4006,0.9285714285714286,1.0,0.8571428571428571
l1_leverage,512,13,100.0,6438436,6438436,7,7,7,6438436,12039,12045,0.923469387755102,1.0,0.8214285714285714
l1_leverage,512,14,100.0,7089806,7089806,7,7,7,7089806,7576,7582,0.903061224489796,1.0,0.75
l1_leverage,512,15,100.0,5041154,5041154,7,7,7,5041154,13959,13965,0.9183673469387755,1.0,0.75
l1_leverage,512,16,100.0,9153566,9153566,7,7,7,9153566,1719,1725,0.913265306122449,1.0,0.7857142857142857
l1_leverage,512,17,100.0,8973915,8973915,7,7,7,8973915,13527,13533,0.923469387755102,1.0,0.7857142857142857
l1_leverage,512,18,100.0,9852897,9852897,7,7,7,9852897,14947,14953,0.9234693877551022,1.0,0.7142857142857143
l1_leverage,512,19,100.0,4374754,4374754,7,7,7,4374754,7696,7702,0.9336734693877552,1.0,0.8214285714285714
attention_l2,512,0,100.0,7700828,7700828,7,7,7,7700828,8920,8926,1.0,1.0,1.0
attention_l2,512,1,100.0,9548432,9548432,7,7,7,9548432,12162,12168,1.0,1.0,1.0
attention_l2,512,2,100.0,2839607,2839607,7,7,7,2839607,3784,3790,0.9948979591836735,1.0,0.9642857142857143
attention_l2,512,3,100.0,8082668,8082668,7,7,7,8082668,14680,14686,1.0,1.0,1.0
attention_l2,512,4,100.0,7402509,7402509,7,7,7,7402509,14680,14686,1.0,1.0,1.0
attention_l2,512,5,100.0,5218028,5218028,7,7,7,5218028,13625,13631,1.0,1.0,1.0
attention_l2,512,6,100.0,2921859,2921859,7,7,7,2921859,13217,13223,1.0,1.0,1.0
attention_l2,512,7,100.0,6707197,6707197,7,7,7,6707197,2776,2782,0.9948979591836735,1.0,0.9642857142857143
attention_l2,512,8,100.0,3653446,3653446,7,7,7,3653446,11178,11184,1.0,1.0,1.0
attention_l2,512,9,100.0,5418934,5418934,7,7,7,5418934,12329,12335,1.0,1.0,1.0
attention_l2,512,10,100.0,2785277,2785277,7,7,7,2785277,15400,15406,1.0,1.0,1.0
attention_l2,512,11,100.0,9517169,9517169,7,7,7,9517169,14991,14997,1.0,1.0,1.0
attention_l2,512,12,100.0,7273233,7273233,7,7,7,7273233,4000,4006,1.0,1.0,1.0
attention_l2,512,13,100.0,6438436,6438436,7,7,7,6438436,12039,12045,1.0,1.0,1.0
attention_l2,512,14,100.0,7089806,7089806,7,7,7,7089806,7576,7582,1.0,1.0,1.0
attention_l2,512,15,100.0,5041154,5041154,7,7,7,5041154,13959,13965,1.0,1.0,1.0
attention_l2,512,16,100.0,9153566,9153566,7,7,7,9153566,1719,1725,1.0,1.0,1.0
attention_l2,512,17,100.0,8973915,8973915,7,7,7,8973915,13527,13533,1.0,1.0,1.0
attention_l2,512,18,100.0,9852897,9852897,7,7,7,9852897,14947,14953,1.0,1.0,1.0
attention_l2,512,19,100.0,4374754,4374754,7,7,7,4374754,7696,7702,1.0,1.0,1.0
attention_l1,512,0,100.0,7700828,7700828,7,7,7,7700828,8920,8926,0.9642857142857143,1.0,0.9642857142857143
attention_l1,512,1,100.0,9548432,9548432,7,7,7,9548432,12162,12168,0.9591836734693878,1.0,0.9285714285714286
attention_l1,512,2,100.0,2839607,2839607,7,7,7,2839607,3784,3790,0.923469387755102,1.0,0.7857142857142857
attention_l1,512,3,100.0,8082668,8082668,7,7,7,8082668,14680,14686,0.9642857142857143,1.0,0.9642857142857143
attention_l1,512,4,100.0,7402509,7402509,7,7,7,7402509,14680,14686,0.9642857142857143,1.0,0.9642857142857143
attention_l1,512,5,100.0,5218028,5218028,7,7,7,5218028,13625,13631,0.9489795918367347,1.0,0.8928571428571429
attention_l1,512,6,100.0,2921859,2921859,7,7,7,2921859,13217,13223,0.9591836734693878,1.0,0.9285714285714286
attention_l1,512,7,100.0,6707197,6707197,7,7,7,6707197,2776,2782,0.9591836734693878,1.0,0.9285714285714286
attention_l1,512,8,100.0,3653446,3653446,7,7,7,3653446,11178,11184,0.9642857142857143,1.0,0.9642857142857143
attention_l1,512,9,100.0,5418934,5418934,7,7,7,5418934,12329,12335,0.9642857142857143,1.0,0.9642857142857143
attention_l1,512,10,100.0,2785277,2785277,7,7,7,2785277,15400,15406,0.9642857142857143,1.0,0.9642857142857143
attention_l1,512,11,100.0,9517169,9517169,7,7,7,9517169,14991,14997,0.9642857142857143,1.0,0.9642857142857143
attention_l1,512,12,100.0,7273233,7273233,7,7,7,7273233,4000,4006,0.9387755102040817,1.0,0.8928571428571429
attention_l1,512,13,100.0,6438436,6438436,7,7,7,6438436,12039,12045,0.9642857142857143,1.0,0.9642857142857143
attention_l1,512,14,100.0,7089806,7089806,7,7,7,7089806,7576,7582,0.9540816326530612,1.0,0.8928571428571429
attention_l1,512,15,100.0,5041154,5041154,7,7,7,5041154,13959,13965,0.9642857142857143,1.0,0.9642857142857143
attention_l1,512,16,100.0,9153566,9153566,7,7,7,9153566,1719,1725,0.9489795918367347,1.0,0.8571428571428571
attention_l1,512,17,100.0,8973915,8973915,7,7,7,8973915,13527,13533,0.9540816326530612,1.0,0.8928571428571429
attention_l1,512,18,100.0,9852897,9852897,7,7,7,9852897,14947,14953,0.9642857142857143,1.0,0.9642857142857143
attention_l1,512,19,100.0,4374754,4374754,7,7,7,4374754,7696,7702,0.9642857142857143,1.0,0.9642857142857143
